Sheet_ID	Sheet_Label	FOODON_ID	FOODON_Label	Mapping_Type	Curation Notes	created	contributor	see_also	exact_syn	broad_syn	narrow_syn	database_cross_reference	comment	editor_note	imported_from	definition_source	image	image_rights_holder	image_license
FOODON:02010026-quail	quail carcass (gutted)	FOODON:02020737	quail carcass (gutted)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-quail	piece of quail	FOODON:02020738	piece of quail	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010027-quail	piece of quail (raw)	FOODON:02020739	piece of quail (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-quail	piece of quail meat	FOODON:02020740	piece of quail meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010123-quail	quail thigh	FOODON:02020741	quail thigh	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010124-quail	quail breast	FOODON:02020742	quail breast	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010139-quail	quail breast (raw)	FOODON:02020743	quail breast (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010153-quail	quail thigh (skinless)	FOODON:02020744	quail thigh (skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010323-quail	quail thigh (skinless, raw)	FOODON:02020745	quail thigh (skinless, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010158-quail	piece of quail breast	FOODON:02020746	piece of quail breast	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010165-quail	piece of quail breast (raw)	FOODON:02020747	piece of quail breast (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010185-quail	piece of quail breast (skinless)	FOODON:02020748	piece of quail breast (skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010186-quail	piece of quail breast (skinless, raw)	FOODON:02020749	piece of quail breast (skinless, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-quail	piece(s) of quail	FOODON:02020750	piece(s) of quail	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004242-squab	squab food product	FOODON:02020751	squab food product	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:03420164-squab	squab material	FOODON:02020752	squab material	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010019-squab	live squab	FOODON:02020753	live squab	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010020-squab	squab carcass	FOODON:02020754	squab carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-squab	squab carcass (raw)	FOODON:02020755	squab carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010022-squab	squab processed carcass	FOODON:02020756	squab processed carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010023-squab	squab processed carcass (raw)	FOODON:02020757	squab processed carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010024-squab	squab carcass (raw, skinless)	FOODON:02020758	squab carcass (raw, skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010025-squab	squab carcass (butchered)	FOODON:02020759	squab carcass (butchered)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010026-squab	squab carcass (gutted)	FOODON:02020760	squab carcass (gutted)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-squab	piece of squab	FOODON:02020761	piece of squab	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010027-squab	piece of squab (raw)	FOODON:02020762	piece of squab (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-squab	piece of squab meat	FOODON:02020763	piece of squab meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010108-squab	piece of squab meat (raw)	FOODON:02020764	piece of squab meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010109-squab	piece of squab meat (skinless)	FOODON:02020765	piece of squab meat (skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010110-squab	piece of squab meat (skinless, raw)	FOODON:02020766	piece of squab meat (skinless, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010111-squab	piece of squab meat (with skin)	FOODON:02020767	piece of squab meat (with skin)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010112-squab	piece of squab meat (with skin, raw)	FOODON:02020768	piece of squab meat (with skin, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010209-squab	piece of light squab meat	FOODON:02020769	piece of light squab meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010210-squab	piece of light squab meat (raw)	FOODON:02020770	piece of light squab meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010213-squab	piece of light squab meat (skinless)	FOODON:02020771	piece of light squab meat (skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010214-squab	piece of light squab meat (skinless, raw)	FOODON:02020772	piece of light squab meat (skinless, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-squab	piece(s) of squab	FOODON:02020773	piece(s) of squab	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:03420164-ostrich	ostrich material	FOODON:02020774	ostrich material	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010001-ostrich	ostrich substance	FOODON:02020775	ostrich substance	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010002-ostrich	ostrich egg	FOODON:02020776	ostrich egg	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010004-ostrich	ostrich egg (raw)	FOODON:02020777	ostrich egg (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010005-ostrich	ostrich shelled egg	FOODON:02020778	ostrich shelled egg	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010006-ostrich	ostrich egg (shell on, raw)	FOODON:02020779	ostrich egg (shell on, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010007-ostrich	ostrich egg white	FOODON:02020780	ostrich egg white	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010008-ostrich	ostrich egg white (raw)	FOODON:02020781	ostrich egg white (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010009-ostrich	ostrich egg yolk	FOODON:02020782	ostrich egg yolk	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010010-ostrich	ostrich egg yolk (raw)	FOODON:02020783	ostrich egg yolk (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010011-ostrich	ostrich eggshell	FOODON:02020784	ostrich eggshell	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00003004-ostrich	ostrich	FOODON:02020785	ostrich	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010019-ostrich	live ostrich	FOODON:02020786	live ostrich	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010020-ostrich	ostrich carcass	FOODON:02020787	ostrich carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-ostrich	ostrich carcass (raw)	FOODON:02020788	ostrich carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010022-ostrich	ostrich processed carcass	FOODON:02020789	ostrich processed carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010023-ostrich	ostrich processed carcass (raw)	FOODON:02020790	ostrich processed carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010024-ostrich	ostrich carcass (raw, skinless)	FOODON:02020791	ostrich carcass (raw, skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010025-ostrich	ostrich carcass (butchered)	FOODON:02020792	ostrich carcass (butchered)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010026-ostrich	ostrich carcass (gutted)	FOODON:02020793	ostrich carcass (gutted)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-ostrich	piece of ostrich	FOODON:02020794	piece of ostrich	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010027-ostrich	piece of ostrich (raw)	FOODON:02020795	piece of ostrich (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-ostrich	piece(s) of ostrich	FOODON:02020796	piece(s) of ostrich	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:03420164-mussel	mussel material	FOODON:02020797	mussel material	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010020-mussel	mussel carcass	FOODON:02020798	mussel carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-mussel	mussel carcass (raw)	FOODON:02020799	mussel carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-mussel	piece of mussel	FOODON:02020800	piece of mussel	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-mussel	piece of mussel meat	FOODON:02020801	piece of mussel meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010108-mussel	piece of mussel meat (raw)	FOODON:02020802	piece of mussel meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-mussel	piece(s) of mussel	FOODON:02020803	piece(s) of mussel	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:03420164-scallop	scallop material	FOODON:02020804	scallop material	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00003004-scallop	scallop	FOODON:02020805	scallop	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010020-scallop	scallop carcass	FOODON:02020806	scallop carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-scallop	scallop carcass (raw)	FOODON:02020807	scallop carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010022-scallop	scallop processed carcass	FOODON:02020808	scallop processed carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010023-scallop	scallop processed carcass (raw)	FOODON:02020809	scallop processed carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-scallop	piece of scallop	FOODON:02020810	piece of scallop	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-scallop	piece of scallop meat	FOODON:02020811	piece of scallop meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010108-scallop	piece of scallop meat (raw)	FOODON:02020812	piece of scallop meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-scallop	piece(s) of scallop	FOODON:02020813	piece(s) of scallop	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004242-antelope	antelope food product	FOODON:02020814	antelope food product	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:03420164-antelope	antelope material	FOODON:02020815	antelope material	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010019-antelope	live antelope	FOODON:02020816	live antelope	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010020-antelope	antelope carcass	FOODON:02020817	antelope carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-antelope	antelope carcass (raw)	FOODON:02020818	antelope carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-antelope	piece of antelope	FOODON:02020819	piece of antelope	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010027-antelope	piece of antelope (raw)	FOODON:02020820	piece of antelope (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004436-antelope	antelope organ	FOODON:02020821	antelope organ	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010055-antelope	antelope stomach	FOODON:02020822	antelope stomach	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010071-antelope	antelope stomach (raw)	FOODON:02020823	antelope stomach (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010074-antelope	piece of antelope organ	FOODON:02020824	piece of antelope organ	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010088-antelope	piece of antelope stomach	FOODON:02020825	piece of antelope stomach	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010104-antelope	piece of antelope stomach (raw)	FOODON:02020826	piece of antelope stomach (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-antelope	piece of antelope meat	FOODON:02020827	piece of antelope meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010108-antelope	piece of antelope meat (raw)	FOODON:02020828	piece of antelope meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-antelope	piece(s) of antelope	FOODON:02020829	piece(s) of antelope	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010216-antelope	piece(s) of antelope meat	FOODON:02020830	piece(s) of antelope meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010222-antelope	piece(s) of antelope meat (boneless)	FOODON:02020831	piece(s) of antelope meat (boneless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010223-antelope	antelope meat (ground)	FOODON:02020832	antelope meat (ground)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
