Sheet_ID	Sheet_Label	FOODON_ID	FOODON_Label	Mapping_Type	Curation Notes	created	contributor	see_also	exact_syn	broad_syn	narrow_syn	database_cross_reference	comment	editor_note	imported_from	definition_source	image	image_rights_holder	image_license
FOODON:02010007-duck	duck egg white	FOODON:02020120	duck egg white	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010009-duck	duck egg yolk	FOODON:02020121	duck egg yolk	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010011-duck	duck eggshell	FOODON:02020122	duck eggshell	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010019-duck	live duck	FOODON:02020123	live duck	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010020-duck	duck carcass	FOODON:02020124	duck carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-duck	duck carcass (raw)	FOODON:02020125	duck carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010022-duck	duck processed carcass	FOODON:02020126	duck processed carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010023-duck	duck processed carcass (raw)	FOODON:02020127	duck processed carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010024-duck	duck carcass (raw, skinless)	FOODON:02020128	duck carcass (raw, skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010025-duck	duck carcass (butchered)	FOODON:02020129	duck carcass (butchered)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010026-duck	duck carcass (gutted)	FOODON:02020130	duck carcass (gutted)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-duck	piece of duck	FOODON:02020131	piece of duck	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010027-duck	piece of duck (raw)	FOODON:02020132	piece of duck (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010033-duck	duck fat	FOODON:02020133	duck fat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010036-duck	duck fat (raw)	FOODON:02020134	duck fat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004436-duck	duck organ	FOODON:02020135	duck organ	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010045-duck	duck liver	FOODON:02020136	duck liver	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010062-duck	duck liver (raw)	FOODON:02020137	duck liver (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-duck	piece of duck meat	FOODON:02020138	piece of duck meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010108-duck	piece of duck meat (raw)	FOODON:02020139	piece of duck meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010111-duck	piece of duck meat (with skin)	FOODON:02020140	piece of duck meat (with skin)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010112-duck	piece of duck meat (with skin, raw)	FOODON:02020141	piece of duck meat (with skin, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010124-duck	duck breast	FOODON:02020142	duck breast	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010139-duck	duck breast (raw)	FOODON:02020143	duck breast (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010158-duck	piece of duck breast	FOODON:02020144	piece of duck breast	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010165-duck	piece of duck breast (raw)	FOODON:02020145	piece of duck breast (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004335-duck	piece(s) of duck	FOODON:02020146	piece(s) of duck	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010216-duck	piece(s) of duck meat	FOODON:02020147	piece(s) of duck meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010217-duck	piece(s) of duck meat (raw)	FOODON:02020148	piece(s) of duck meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004242-chicken	chicken food product	FOODON:02020149	chicken food product	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:03420164-chicken	chicken material	FOODON:02020150	chicken material	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010001-chicken	chicken substance	FOODON:02020151	chicken substance	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010004-chicken	chicken egg (raw)	FOODON:02020152	chicken egg (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010005-chicken	chicken shelled egg	FOODON:02020153	chicken shelled egg	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010006-chicken	chicken egg (shell on, raw)	FOODON:02020154	chicken egg (shell on, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010007-chicken	chicken egg white	FOODON:02020155	chicken egg white	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010008-chicken	chicken egg white (raw)	FOODON:02020156	chicken egg white (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010009-chicken	chicken egg yolk	FOODON:02020157	chicken egg yolk	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010010-chicken	chicken egg yolk (raw)	FOODON:02020158	chicken egg yolk (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010011-chicken	chicken eggshell	FOODON:02020159	chicken eggshell	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010014-chicken	chicken blood	FOODON:02020160	chicken blood	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010015-chicken	chicken blood (raw)	FOODON:02020161	chicken blood (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010017-chicken	chicken fillet (raw)	FOODON:02020162	chicken fillet (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010019-chicken	live chicken	FOODON:02020163	live chicken	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010021-chicken	chicken carcass (raw)	FOODON:02020164	chicken carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010351-chicken	chicken carcass (with giblets, raw)	FOODON:02020165	chicken carcass (with giblets, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010022-chicken	chicken processed carcass	FOODON:02020166	chicken processed carcass	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010023-chicken	chicken processed carcass (raw)	FOODON:02020167	chicken processed carcass (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010024-chicken	chicken carcass (raw, skinless)	FOODON:02020168	chicken carcass (raw, skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010025-chicken	chicken carcass (butchered)	FOODON:02020169	chicken carcass (butchered)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010026-chicken	chicken carcass (gutted)	FOODON:02020170	chicken carcass (gutted)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004332-chicken	piece of chicken	FOODON:02020171	piece of chicken	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010028-chicken	piece of chicken (with skin)	FOODON:02020172	piece of chicken (with skin)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010029-chicken	piece of chicken (skinless)	FOODON:02020173	piece of chicken (skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010030-chicken	piece of chicken (with skin, raw)	FOODON:02020174	piece of chicken (with skin, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010031-chicken	piece of chicken (skinless, raw)	FOODON:02020175	piece of chicken (skinless, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010036-chicken	chicken fat (raw)	FOODON:02020176	chicken fat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:00004436-chicken	chicken organ	FOODON:02020177	chicken organ	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010042-chicken	chicken heart	FOODON:02020178	chicken heart	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010043-chicken	chicken brain	FOODON:02020179	chicken brain	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010044-chicken	chicken kidney	FOODON:02020180	chicken kidney	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010046-chicken	chicken spleen	FOODON:02020181	chicken spleen	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010048-chicken	chicken gizzard	FOODON:02020182	chicken gizzard	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010049-chicken	chicken tongue	FOODON:02020183	chicken tongue	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010058-chicken	chicken organ (raw)	FOODON:02020184	chicken organ (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010060-chicken	chicken brain (raw)	FOODON:02020185	chicken brain (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010061-chicken	chicken kidney (raw)	FOODON:02020186	chicken kidney (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010063-chicken	chicken spleen (raw)	FOODON:02020187	chicken spleen (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010066-chicken	chicken tongue (raw)	FOODON:02020188	chicken tongue (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010074-chicken	piece of chicken organ	FOODON:02020189	piece of chicken organ	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010076-chicken	piece of chicken heart	FOODON:02020190	piece of chicken heart	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010077-chicken	piece of chicken brain	FOODON:02020191	piece of chicken brain	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010078-chicken	piece of chicken kidney	FOODON:02020192	piece of chicken kidney	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010079-chicken	piece of chicken liver	FOODON:02020193	piece of chicken liver	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010080-chicken	piece of chicken spleen	FOODON:02020194	piece of chicken spleen	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010082-chicken	piece of chicken gizzard	FOODON:02020195	piece of chicken gizzard	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010083-chicken	piece of chicken tongue	FOODON:02020196	piece of chicken tongue	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010090-chicken	piece of chicken organ (raw)	FOODON:02020197	piece of chicken organ (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010092-chicken	piece of chicken heart (raw)	FOODON:02020198	piece of chicken heart (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010093-chicken	piece of chicken brain (raw)	FOODON:02020199	piece of chicken brain (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010094-chicken	piece of chicken kidney (raw)	FOODON:02020200	piece of chicken kidney (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010095-chicken	piece of chicken liver (raw)	FOODON:02020201	piece of chicken liver (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010096-chicken	piece of chicken spleen (raw)	FOODON:02020202	piece of chicken spleen (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010098-chicken	piece of chicken gizzard (raw)	FOODON:02020203	piece of chicken gizzard (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010099-chicken	piece of chicken tongue (raw)	FOODON:02020204	piece of chicken tongue (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010107-chicken	piece of chicken meat	FOODON:02020205	piece of chicken meat	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010108-chicken	piece of chicken meat (raw)	FOODON:02020206	piece of chicken meat (raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010109-chicken	piece of chicken meat (skinless)	FOODON:02020207	piece of chicken meat (skinless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010110-chicken	piece of chicken meat (skinless, raw)	FOODON:02020208	piece of chicken meat (skinless, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010111-chicken	piece of chicken meat (with skin)	FOODON:02020209	piece of chicken meat (with skin)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010112-chicken	piece of chicken meat (with skin, raw)	FOODON:02020210	piece of chicken meat (with skin, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010113-chicken	piece of chicken meat (boneless)	FOODON:02020211	piece of chicken meat (boneless)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010116-chicken	piece of chicken meat (with bone)	FOODON:02020212	piece of chicken meat (with bone)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010117-chicken	piece of chicken meat (with bone, raw)	FOODON:02020213	piece of chicken meat (with bone, raw)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
FOODON:02010118-chicken	piece of chicken meat (deboned)	FOODON:02020214	piece of chicken meat (deboned)	Exact String Match		2024-02-12T14:11:19Z	https://orcid.org/0000-0001-5275-8866|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-3410-4655|https://orcid.org/0000-0002-3410-4655												
