Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	created	term editor	Exact Synonym	Related synonym	Broad Synonym	Narrow Synonym	British english syn.	Italian syn.	French syn.	german syn.	spanish syn.	portuguese syn.	see also	curation status	comment	image	Curation notes	term requested
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|		AT dcterms:date^^xsd:dateTime	AT IAO:0000117^^rdfs:anyURI SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasRelatedSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasNarrowSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@en-BR SPLIT=|	AL oboInOwl:hasExactSynonym@it SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	AL oboInOwl:hasExactSynonym@ge SPLIT=|	AL oboInOwl:hasExactSynonym@es SPLIT=|	AL oboInOwl:hasExactSynonym@pt SPLIT=|	A rdfs:seeAlso SPLIT=|	AI IAO:0000114	AL rdfs:comment@en	AI schema:image		
FOODON:00003544	berry fruit	huckleberry (whole)		'in taxon' some (Vaccinium  or Gaylussacia)		A berry fruit of a huckleberry plant.	https://en.wikipedia.org/wiki/Huckleberry		2020-10-23T01:52:23	https://orcid.org/0000-0001-5275-8866	huckleberry															
FOODON:00003520	berry fruit	pepper (whole)	'berry fruit' and ('in taxon' some 'Capsicum' and 'in taxon' only 'Capsicum')		Capsicum	A berry fruit of a pepper plant (Capsicum)	https://www.britannica.com/plant/pepper-plant-Capsicum-genus		2020-10-14T02:39:11	https://orcid.org/0000-0001-5275-8866	pepper | peppers															
FOODON:00003545	pepper (whole)	hot pepper (whole)		'in taxon' some 'Capsicum annuum' and 'in taxon' only 'Capsicum annuum'	Capsicum annuum	A berry fruit of a hot pepper plant.																				
FOODON:00003494	hot pepper (whole)	jalapeno pepper (whole)	'berry fruit' and ('in taxon' some 'jalapeno pepper plant' and 'in taxon' only 'jalapeno pepper plant')		jalapeno pepper plant	A berry fruit of a jalapeno pepper plant (Capsicum annuum).			2020-10-19T03:07:01	https://orcid.org/0000-0001-5275-8866	jalapeno pepper															
FOODON:00003484	pepper (whole)	pimiento (whole)	'berry fruit' and ('in taxon' some 'pimiento pepper plant' and 'in taxon' only 'pimiento pepper plant')		Capsicum annuum	A berry fruit of a pimiento pepper plant.			2020-10-13T09:06:01	https://orcid.org/0000-0001-5275-8866	pimento | cherry pepper															
FOODON:00003546	pepper (whole)	bell pepper (whole)	'berry fruit' and ('in taxon' some 'bell pepper plant' and 'in taxon' only 'bell pepper plant')			A berry fruit in the Grossum cultivar group of a bell pepper plant.					bell pepper | sweet pepper | pepper | capsicum															
FOODON:00003485	bell pepper (whole)	sweet red bell pepper (whole)	'berry fruit' and ('in taxon' some 'red bell pepper plant' and 'in taxon' only 'red bell pepper plant')			A ripened red colored berry fruit of a bell pepper plant cultivar.			2020-10-14T12:37:01	https://orcid.org/0000-0001-5275-8866	sweet red bell pepper | bell pepper |  sweet pepper | pepper | capsicum															
FOODON:00003547	bell pepper (whole)	sweet green bell pepper (whole)	'berry fruit' and ('in taxon' some 'green bell pepper plant' and 'in taxon' only 'green bell pepper plant')			An immature green colored berry fruit of a bell pepper plant cultivar.			2020-10-14T07:08:14	https://orcid.org/0000-0001-5275-8866	sweet green pepper | bell pepper |  sweet pepper | pepper | capsicum															
FOODON:00003548	bell pepper (whole)	sweet yellow bell pepper (whole)	'berry fruit' and ('in taxon' some 'yellow bell pepper plant' and 'in taxon' only 'yellow bell pepper plant')			A mature yellow colored berry fruit of a bell pepper plant cultivar.					sweet yellow pepper | bell pepper | capsicum |pepper |sweet pepper															
FOODON:00003550	bell pepper (whole)	sweet orange bell pepper (whole)	'berry fruit' and ('in taxon' some 'orange bell pepper plant' and 'in taxon' only 'orange bell pepper plant')			A mature orange colored berry fruit of a bell pepper plant cultivar.					sweet orange pepper | bell pepper | capsicum |pepper |sweet pepper															
FOODON:00003458	stem	asparagus spear (whole)	'stem' and ('in taxon' some 'Asparagus officinalis' and 'in taxon' only 'Asparagus officinalis')		Asparagus officinalis	A stem of an asparagus plant (Asparagus officinalis)			2020-10-13T05:48:32	https://orcid.org/0000-0001-5275-8866	asaparagus															
FOODON:00003551	asparagus spear (whole)	green asparagus spear (whole)				A green-colored spear of a green asparagus plant.					garden asparagus															
FOODON:00003552	asparagus spear (whole)	white asparagus spear (whole)				A white-colored spear of a white asparagus plant which grows underground, without chlorophyll.			2020-10-21T05:37:26	https://orcid.org/0000-0001-5275-8866	white asparagus | edible ivory |white gold asparagus | royal vegetable															
FOODON:00003553	asparagus spear (whole)	purple asparagus spear (whole)				A purple-colored spear of a purple asparagus plant.	https://en.wikipedia.org/wiki/Asparagus		2020-11-13T11:43:36	https://orcid.org/0000-0001-5275-8866	purple asparagus															
FOODON:00003324	hesperidium fruit	citrus fruit (whole)	'hesperidium fruit' and ('in taxon' some 'Citrus' and 'in taxon' only 'Citrus')		Citrus	A hesperidium fruit of a citrus plant (Citrus).			2020-10-20T06:54:39	https://orcid.org/0000-0001-5275-8866	citrus fruit															
FOODON:00003488	citrus fruit (whole)	tangerine (whole)	'hesperidium fruit' and ('in taxon' some 'Citrus tangerina' and 'in taxon' only 'Citrus tangerina')		Citrus tangerina	A hesperidium fruit of a tangerine tree (Citrus tangerina).			2020-10-14T02:10:01	https://orcid.org/0000-0001-5275-8866	tangerine															
FOODON:00003554	citrus fruit (whole)	grapefruit (whole)	'hesperidium fruit' and ('in taxon' some 'Citrus x paradisi' and 'in taxon' only 'Citrus x paradisi')		Citrus x paradisi	A hesperidium fruit of a grapefruit tree (Citrus x paradisi).	https://en.wikipedia.org/wiki/Hesperidium		2020-10-19T12:18:26	https://orcid.org/0000-0001-5275-8866	grapefruit															
FOODON:00003555	citrus fruit (whole)	mandarin orange (whole)	'hesperidium fruit' and ('in taxon' some 'Citrus reticulata' and 'in taxon' only 'Citrus reticulata')		Citrus reticulata	A hesperidium fruit of a mandarin orange tree (Citrus reticulata).			2020-10-21T05:00:20	https://orcid.org/0000-0001-5275-8866	mandarin orange |mandarin | mandarine															
FOODON:00003558	potato (whole)	yellow potato (whole)				A shoot axis tuber of a potato plant cultivar having golden yellow flesh.	https://en.wikipedia.org/wiki/Potato				yellow potato |yukon potato															
FOODON:00003559	potato (whole)	white potato (whole)				A shoot axis tuber of a white potato plant cultivar having white or tan skin and white flesh.																				
FOODON:03316347	bulb	onion (whole)	'bulb' and ('in taxon' some 'Allium cepa' and 'in taxon' only 'Allium cepa')		Allium cepa	 A bulb of an onion plant (Allium cepa).			2020-10-21T05:43:41	https://orcid.org/0000-0001-5275-8866	bulb onion | common onion															
FOODON:00003518	onion (whole)	white onion (whole)				A bulb of a white onion plant cultivar																				
FOODON:00003516	onion (whole)	red onion (whole)				A bulb of a red onion plant cultivar																				
FOODON:00003517	onion (whole)	yellow onion (whole)				A bulb of a yellow onion plant cultivar																				
FOODON:03310646	seed	legume (whole)	'seed' and ('in taxon' some 'Fabaceae' and 'in taxon' only 'Fabaceae')		Fabaceae	A seed of a legume plant in the family Fabaceae.			2020-10-21T09:28:28	https://orcid.org/0000-0001-5275-8866																
FOODON:00002753	seed	bean (whole)	'seed' and ('in taxon' some 'bean plant' and 'in taxon' only 'bean plant')	'in taxon' some 'Fabaceae' and 'in taxon' only 'Fabaceae'	Fabaceae	A seed of a bean plant from one of several genera of the flowering plant family (Fabaceae).			2020-10-14T07:28:59	https://orcid.org/0000-0001-5275-8866	bean															
FOODON:00002761	common bean (whole)	kidney bean (whole)		'in taxon' some 'Phaseolus vulgaris' and 'in taxon' only 'Phaseolus vulgaris'	Phaseolus vulgaris	A kidney shaped seed of a kidney bean plant, a varietal of a common bean plant (Phaseolus vulgaris).			2020-10-21T11:14:29	https://orcid.org/0000-0001-5275-8866	kidney bean															
FOODON:03309779	kidney bean (whole)	red kidney bean (whole)			Phaseolus vulgaris	A red kidney shaped seed of a red kidney bean plant.			2020-10-19T03:33:01	https://orcid.org/0000-0001-5275-8866	red kidney bean | common kidney bean															
FOODON:00003011	common bean (whole)	wax bean (whole)		'in taxon' some 'Phaseolus vulgaris' and 'in taxon' only 'Phaseolus vulgaris'	Phaseolus vulgaris	A seed of a wax bean plant having a yellow or white colored pod, a varietal of a common bean plant (phaseolus vulgaris).			2020-10-21T05:21:13	https://orcid.org/0000-0001-5275-8866	wax bean | yellow bean | yellow wax bean															
FOODON:03310058	common bean (whole)	great northern bean (whole)		'in taxon' some 'Phaseolus vulgaris' and 'in taxon' only 'Phaseolus vulgaris'	Phaseolus vulgaris	A seed of a great northern bean plant which is a varietal of a common bean plant (Phaseolus vulgaris).			2020-10-14T12:28:56	https://orcid.org/0000-0001-5275-8866	great northern bean | large white bean															
FOODON:03309759	common bean (whole)	pinto bean (whole)		'in taxon' some 'Phaseolus vulgaris' and 'in taxon' only 'Phaseolus vulgaris'	Phaseolus vulgaris	A seed of a pinto bean plant which is a varietal in a pinto group of a common bean plant (Phaseolus vulgaris).			2020-10-21T09:15:36	https://orcid.org/0000-0001-5275-8866	pinto bean															
FOODON:03302053	bean (whole)	lima bean (whole)	'seed' and ('in taxon' some 'Phaseolus lunatus' and 'in taxon' only 'Phaseolus lunatus')		Phaseolus lunatus	A seed of a lima bean plant (Phaseolus lunatus).			2020-10-14T12:24:27	https://orcid.org/0000-0001-5275-8866	lima bean | butter bean | butterbean | sieva bean | double bean | Madagascar bean															
FOODON:03309987	bean (whole)	rice bean (whole)	'seed' and ('in taxon' some 'Vigna umbellata' and 'in taxon' only 'Vigna umbellata')		Vigna umbellata	A seed of a ricebean plant (Vigna umbellata).			2020-10-14T02:32:20	https://orcid.org/0000-0001-5275-8866	ricebean | rice bean															
FOODON:03301300	seed	pea (whole)	'seed' and ('in taxon' some 'Pisum sativum' and 'in taxon' only 'Pisum sativum')		Pisum sativum	A seed of a pea plant (Pisum sativum).	https://en.wikipedia.org/wiki/Pea		2020-10-20T01:29:50	https://orcid.org/0000-0001-5275-8866	pea															
FOODON:00003560	pea (whole)	field pea (whole)	'seed' and 'in taxon' some 'Pisum sativum var. arvense'		Pisum sativum var. arvense	A seed of a field pea plant which is a varietal of a common pea plant (Pisum sativum subsp. arvense).			2020-10-20T04:23:40	https://orcid.org/0000-0001-5275-8866	field pea | dun (grey-brown) pea | kapucijner pea | austrian winter pea															
FOODON:03317199	pea (whole)	green pea (whole)				A green-colored seed of a pea plant (Pisum sativum).			2020-10-20T07:06:11	https://orcid.org/0000-0001-5275-8866	green pea															
FOODON:00003561	seed	sweet pea (whole)	'seed' and ('in taxon' some 'Lathyrus odoratus' and 'in taxon' only 'Lathyrus odoratus')		Lathyrus odoratus	A seed of a sweet pea plant (Lathyrus odoratus).			2020-10-20T01:11:20	https://orcid.org/0000-0001-5275-8866	sweet pea															
FOODON:00003491	cowpea (whole)	blackeyed pea (whole)	'seed' and 'in taxon' some 'Vigna unguiculata subsp. unguiculata'		Vigna unguiculata subsp. unguiculata	A black marked seed of a blackeyed pea plant, a cultivar of a cowpea plant (Vigna unguiculata subsp. unguiculata).			2022-03-22 15:59:09	https://orcid.org/0000-0001-5275-8866	black-eyed pea | black-eyed bean | crowder pea | southern pea															
FOODON:00003562	maize kernel	field corn kernel	'maize kernel' and ('in taxon' some 'field corn plant' and 'in taxon' only 'field corn plant')		field corn plant	A seed of a field corn plant (Zea mays).			2020-10-23T12:17:23	https://orcid.org/0000-0001-5275-8866	field corn															
FOODON:03301446	germinated or sprouted seed | bean sprout	mung bean sprout	'germinated or sprouted seed' and ('in taxon' some 'Vigna radiata' and 'in taxon' only 'Vigna radiata')		Vigna radiata	A germinated or sprouted seed of a mung bean plant (Vigna radiata).			2020-10-14T06:41:31	https://orcid.org/0000-0001-5275-8866	Mung bean sprout															
FOODON:00003563	nut fruit	chestnut (whole)		'nut fruit' and ('in taxon' some 'Castanea' and 'in taxon' only 'Castanea')		A nut fruit of a chestnut tree (Castanea).			2020-10-21T10:08:33	https://orcid.org/0000-0001-5275-8866	chestnut															
FOODON:00003521	fruit	berry (whole)	'fruit' and ('in taxon' some 'berry plant' and 'in taxon' only 'berry plant')			A juicy, rounded, brightly colored fruit without a stone or pit, though pips or seeds may be present.	https://en.wikipedia.org/wiki/Berry		2020-10-23T09:28:05	https://orcid.org/0000-0001-5275-8866	berry															
FOODON:00003567	fruit	tropical fruit (whole)	'fruit' and ('in taxon' some 'tropical or subtropical fruit producing plant' and 'in taxon' only 'tropical or subtropical fruit producing plant')			A fruit of a tropical or subtropical fruit producing plant.	https://en.wikipedia.org/wiki/List_of_culinary_fruits#Tropical_fruits		2020-10-19T12:01:19	https://orcid.org/0000-0001-5275-8866	tropical fruit															
FOODON:00003489	fruit	akee (whole)	'fruit' and ('in taxon' some 'Blighia sapida' and 'in taxon' only 'Blighia sapida')		Blighia sapida	A fruit of an akee tree which is poisonous until cooked (Blighia sapida).	https://en.wikipedia.org/wiki/Blighia_sapida		2020-10-14T05:52:02	https://orcid.org/0000-0001-5275-8866	ackee | ankye | achee | akee | ackee apple | ayee															
FOODON:00003568	fruit	mangosteen (whole)	'fruit' and ('in taxon' some 'Garcinia mangostana' and 'in taxon' only 'Garcinia mangostana')		Garcinia mangostana	A fruit of a mangosteen plant (Garcinia mangostana).			2020-10-19T10:00:01	https://orcid.org/0000-0001-5275-8866	mangosteen | purple mangosteen															
FOODON:00003569	fruit	star apple (whole)	'fruit' and ('in taxon' some 'Chrysophyllum cainito' and 'in taxon' only 'Chrysophyllum cainito')		Chrysophyllum cainito	A fruit of a star apple tree (Chrysophyllum cainito).			2020-10-20T06:41:31	https://orcid.org/0000-0001-5275-8866	cainito | caimito | tar apple | star apple | purple star apple | golden leaf tree | abiaba, pomme de lait | estrella | milk fruit| aguay															
FOODON:00003141	fruit	heart of palm		'in taxon' some 'Chamaerops humilis' and 'in taxon' only 'Chamaerops humilis'	Chamaerops humilis	An inner core and growing bud of certain palm trees, including coconut, acai palm, sabal, and juçara	http://sarapiquiecoorganico.com/palm-heart/ | https://en.wikipedia.org/wiki/Heart_of_palm		2020-10-21T09:46:16	https://orcid.org/0000-0001-5275-8866	Palmito | Palmetto |Palm Heart															
FOODON:00003570	tomato (whole)	pear tomato (whole)				A pear shaped heirloom fruit varietal of a tomato plant (Solanum lycopersicum).			2020-10-20T07:07:27	https://orcid.org/0000-0001-5275-8866	pear tomato | teardrop tomato															
FOODON:00003571	tuber	water chestnut (whole)	'tuber' and ('in taxon' some 'Eleocharis dulcis' and 'in taxon' only 'Eleocharis dulcis')		Eleocharis dulcis	A tuber of a water chest nut plant (Eleocharis dulcis).	https://en.wikipedia.org/wiki/Eleocharis_dulcis		2020-10-19T09:18:27	https://orcid.org/0000-0001-5275-8866	Chinese water chestnut | water chestnut															
FOODON:00003572	root, tuber or bulb, with peel	root vegetable (whole)				An underground plant part eaten as food by humans.			2020-10-23T10:00:00	https://orcid.org/0000-0001-5275-8866	root vegetable															
FOODON:00003493	flower bud	caper (whole)	'flower bud' and ('in taxon' some 'Capparis spinosa' and 'in taxon' only 'Capparis spinosa')		Capparis spinosa	An edible flower bud of a caper plant (Capparis spinosa).			2020-10-14T07:45:09	https://orcid.org/0000-0001-5275-8866	caper | caper bush | Flinders rose															
FOODON:00003573	inflorescence	artichoke (whole)	'inflorescence' and 'in taxon' some 'Cynara cardunculus var. scolymus'		Cynara cardunculus var. scolymus	An inflorescence of an artichoke plant (Cynara cardunculus var. scolymus).			2020-10-19T04:14:01	https://orcid.org/0000-0001-5275-8866	french artichoke | green artichoke | globe artichoke															
FOODON:00003502	pericarp	star anise (whole)	'pericarp' and ('in taxon' some 'Illicium verum' and 'in taxon' only 'Illicium verum')		Illicium verum	A pericarp from the Star Anise (Illicium verum) tree.					Chinese star anise | star anise | staranise															
FOODON:00002889	common bean (whole)	black turtle bean (whole)				A  small, shiny variety of a common bean plant (Phaseolus vulgaris).	https://en.wikipedia.org/wiki/Black_turtle_bean		2020-10-19T04:14:01	https://orcid.org/0000-0001-5275-8866	black bean | black turtle bean															
FOODON:03302067	common bean (whole)	cranberry bean (whole)				A seed of a cranberry bean plant which is a varietal of a common bean plant (Phaseolus vulgaris)			2020-10-19T04:14:01	https://orcid.org/0000-0001-5275-8866	cranberry bean | borlotti bean															
FOODON:00002685	common bean (whole)	navy bean (whole)				A white colored seed of a navy bean plant which is a varietal of a common bean plant (Phaseolus vulgaris)			2019-06-27T08:18:42	https://orcid.org/0000-0001-5275-8866	navy bean | haricot | pearl haricot bean | boston bean | white pea bean | pea bean															
FOODON:03310060	common bean (whole)	pink bean (whole)				 A small, pale pink, oval-shaped seed of a pink bean plant which is a varietal of a common bean plant (Phaseolus vulgaris).			2020-10-19T04:14:01	https://orcid.org/0000-0001-5275-8866	pink bean															
FOODON:00002765	legume fruit| bean food product	bean pod	'legume fruit' and ('in taxon' some 'Phaseolus vulgaris' and 'in taxon' only 'Phaseolus vulgaris')		Phaseolus vulgaris																					
FOODON:03315361	bean (whole)	adzuki bean (whole)	'seed' and ('in taxon' some 'Vigna angularis' and 'in taxon' only 'Vigna angularis')		Vigna angularis	A seed of a adzuki bean plant (Vigna angularis)			2020-10-19T04:14:01	https://orcid.org/0000-0001-5275-8866	azuki bean | aduki bean | red mung bean															
FOODON:03305806	edible bean pod	green bean pod (whole)				An unripe, young fruit of various cultivars of a common bean plant (Phaseolus vulgaris).	https://en.wikipedia.org/wiki/Green_bean	2022-04-11T12:45:24Z		https://orcid.org/0000-0001-5275-8866	snap bean | string bean | stringless bean															
FOODON:00003577	muskmelon (whole)	cantaloupe (whole)	'pepo fruit' and 'in taxon' some 'Cucumis melo var. cantalupo'		Cucumis melo var. cantalupo	A pepo fruit of a cantaloupe plant (Cucumis melo var. cantalupo).			2020-11-27T07:15:01	https://orcid.org/0000-0001-5275-8866																Genome Tracker
FOODON:00003578	berry fruit	fuzzy kiwifruit (whole)	'berry fruit' and ('in taxon' some 'Actinidia deliciosa' and 'in taxon' only 'Actinidia deliciosa')		Actinidia deliciosa	A berry fruit of a kiwifruit plant (Actinidia deliciosa).	https://en.wikipedia.org/wiki/Kiwifruit		2020-11-30T13:14:34	https://orcid.org/0000-0001-5275-8866	Chinese gooseberry | fuzzy kiwifruit		kiwifruit | kiwi													
FOODON:00003579	orange (whole)	navel orange (whole)				A hesperidium fruit of a navel orange plant (Citrus sinensis)			2020-11-30T13:15:00	https://orcid.org/0000-0001-5275-8866	navel orange															
FOODON:00003576	pear (whole)	common pear (whole)	'pome fruit' and ('in taxon' some 'Pyrus communis' and 'in taxon' only 'Pyrus communis')		Pyrus communis	A pome fruit of a common pear plant (Pyrus communis)	https://en.wikipedia.org/wiki/Pyrus_communis				 european pear															
FOODON:00003575	common pear (whole)	Williams pear (whole)	'pome fruit' and 'in taxon' some 'Williams bon chrétien pear plant'			A pome fruit of a williams bon chrétien pear plant, cultivar of a common pear.	https://en.wikipedia.org/wiki/Williams_pear		2020-11-30T13:17:20	https://orcid.org/0000-0001-5275-8866	Williams pear | Williams' Bon Chrétien pear | Bartlett pear															
FOODON:00003580	tomato (whole)	grape tomato (whole)				A berry fruit of a grape tomato plant.	https://en.wikipedia.org/wiki/Grape_tomato 		2020-12-16T22:16:44		grape tomato | plum grape tomato  															Genome Tracker
FOODON:00003523	drupe fruit	almond (whole)	'drupe fruit' and ('in taxon' some 'Prunus dulcis' and 'in taxon' only 'Prunus dulcis')		Prunus dulcis	A drupe fruit of an almond plant (Prunus dulcis).	https://en.wikipedia.org/wiki/Almond	2022-04-13 19:34:05	2020-11-28T11:27:21	https://orcid.org/0000-0001-5275-8866																
FOODON:00003581	seed	sunflower seed (whole kernel)	'seed' and ('in taxon' some 'Helianthus annuus' and 'in taxon' only 'Helianthus annuus')		Helianthus annuus	A seed of a sunflower plant (Helianthus annuus)	https://en.wikipedia.org/wiki/Sunflower_seed		2020-11-30T04:49:32		sunflower seed															
FOODON:00003582	bulb	garlic bulb	'bulb' and ('in taxon' some 'Allium sativum' and 'in taxon' only 'Allium sativum')		Allium sativum	A bulb of a garlic plant (Allium sativum)	https://en.wikipedia.org/wiki/Garlic		2020-11-30T04:49:32		garlic															
FOODON:00003583	clove	garlic clove	'clove' and ('in taxon' some 'Allium sativum' and 'in taxon' only 'Allium sativum')		Allium sativum	A clove of a garlic bulb, including the husk.	https://en.wikipedia.org/wiki/Garlic		2020-12-16T22:42:26																	
FOODON:00003584	scape	garlic scape	'stem' and ('in taxon' some 'Allium sativum' and 'in taxon' only 'Allium sativum')		Allium sativum	An immature flower stalk of a garlic plant.	https://en.wikipedia.org/wiki/Garlic		2020-12-16T22:45:47		garlic spear | garlic stem | garlic top															
FOODON:00003585	drupe fruit	nectarine (whole)	'drupe fruit' and 'in taxon' some 'Prunus persica var. nucipersica'		Prunus persica var. nucipersica	A drupe fruit of a nectarine tree (Prunus persica var. nectarina).			2020-11-30T13:12:43		nectarine															
FOODON:00003586	red kidney bean (whole)	light red kidney bean (whole)		'has quality' some 'light red'		A seed of a lighter varietal of a red kidney bean plant.			2020-12-16T22:57:39		light red kidney bean															
FOODON:00003587	red kidney bean (whole)	dark red kidney bean (whole)		'has quality' some 'dark red'		A seed of a darker varietal of a red kidney bean plant.			2020-12-16T22:58:09		dark red kidney bean															
FOODON:00003479	drupelet berry	loganberry (whole)	'aggregate fruit' and ('in taxon' some 'Rubus x loganobaccus' and 'in taxon' only 'Rubus x loganobaccus')		Rubus x loganobaccus	A drupelet fruit of a loganberry plant (Rubus x loganobaccus).	https://en.wikipedia.org/wiki/Loganberry		2020-10-13T05:48:32	https://orcid.org/0000-0001-5275-8866	loganberry											IAO:0000122				
FOODON:00003480	drupelet berry	cloudberry (whole)	'aggregate fruit' and ('in taxon' some 'Rubus chamaemorus' and 'in taxon' only 'Rubus chamaemorus')		Rubus chamaemorus	A drupelet fruit of a cloudberry plant (Rubus chamaemorus).	https://en.wikipedia.org/wiki/Rubus_chamaemorus		2020-10-13T05:48:32	https://orcid.org/0000-0001-5275-8866	nordic berry | bakeapple | knotberry | knoutberry | aqpik | low-bush salmonberry | averin | evron											IAO:0000122				
FOODON:00003487	drupelet berry	blackberry (whole)		'in taxon' some Rubus and 'in taxon' only Rubus		A drupelet fruit of a blackberry plant.	https://en.wikipedia.org/wiki/Blackberry		2020-10-14T01:29:01	https://orcid.org/0000-0001-5275-8866	blackberry															
FOODON:00003490	drupelet berry	black raspberry (whole)	'aggregate fruit' and ('in taxon' some 'Rubus occidentalis' and 'in taxon' only 'Rubus occidentalis')		Rubus occidentalis	A drupelet fruit of a black raspberry plant (Rubus occidentalis).	https://en.wikipedia.org/wiki/Rubus_occidentalis		2020-10-14T11:49:23	https://orcid.org/0000-0001-5275-8866	wild black raspberry | bear's eye blackberry | black caps |  black cap raspberry | scotch cap.															
FOODON:00003556	drupelet berry	boysenberry (whole)	'aggregate fruit' and ('in taxon' some 'boysenberry plant' and 'in taxon' only 'boysenberry plant')			A drupelet fruit of a boysenberry plant (R. ursinus × R. idaeus).	https://en.wikipedia.org/wiki/Boysenberry		2020-10-23T12:22:11	https://orcid.org/0000-0001-5275-8866	boysenberry															
FOODON:00003557	drupelet berry	dewberry (whole)		'in taxon' some Rubus and 'in taxon' only Rubus		A drupelet fruit of a dewberry plant.	https://en.wikipedia.org/wiki/Dewberry		2020-10-23T12:36:15	https://orcid.org/0000-0001-5275-8866	dewberry															
FOODON:00003566	drupelet berry	youngberry (whole)	'aggregate fruit' and ('in taxon' some 'youngberry plant' and 'in taxon' only 'youngberry plant')	'in taxon' some Rubus and 'in taxon' only Rubus		A drupelet fruit of a youngberry plant which is a hybrid between three different species; the raspberries, blackberries, and dewberries from the genus Rubus.	https://en.wikipedia.org/wiki/Youngberry		2020-10-23T01:57:23	https://orcid.org/0000-0001-5275-8866	youngberry															
FOODON:00003588	common pear (whole)	Bosc pear (whole)	'pome fruit' and ('in taxon' some 'Bosc pear plant' and 'in taxon' only 'Bosc pear plant')			A pome fruit of a bosc pear plant, cultivar of a common pear.			2020-12-16T23:00:01		bosc pear															
FOODON:00003593	drupe fruit	acerola (whole)	'drupe fruit' and ('in taxon' some 'Malpighia emarginata' and 'in taxon' only 'Malpighia emarginata')		Malpighia emarginata	A drupe fruit of an acerola plant.(Malpighia emarginata)			2020-12-17T03:31:37		acerola															
FOODON:00003591	nut fruit	acorn (whole)	'seed' and ('in taxon' some 'Quercus' and 'in taxon' only 'Quercus')		Quercus	A nut fruit from an oak tree (Quercus).	https://en.wikipedia.org/wiki/Acorn		2020-12-17T02:58:08		acorn															
FOODON:00003599	pepo fruit	acorn squash (whole)	'pepo fruit' and 'in taxon' some 'Cucurbita pepo var. ovifera'		Cucurbita pepo var. ovifera	A pepo fruit of an acorn squash plant (Cucurbita pepo var. ovifera).	https://en.wikipedia.org/wiki/Acorn_squash	2022-04-12T15:02:34Z	2021-02-10T22:41:25		pepper squash | summer crookneck squash |ornamental gourd															
FOODON:00003600	berry fruit	avocado (whole)	'berry fruit' and ('in taxon' some 'Persea americana' and 'in taxon' only 'Persea americana')		Persea americana	A berry fruit of an avocado plant (Persea americana)	https://en.wikipedia.org/wiki/Avocado		2021-02-10T22:52:57		avocado															
FOODON:00003601	seed	amaranth seed (whole)	'seed' and ('in taxon' some 'amaranth plant' and 'in taxon' only 'amaranth plant')			A seed of an amaranth plant.			2021-02-10T22:53:51		amaranth seed															
FOODON:00003602	tuber	arrowroot (whole)	'tuber' and ('in taxon' some 'Maranta arundinacea' and 'in taxon' only 'Maranta arundinacea')		Maranta arundinacea	A tuber of an arrowroot plant (Maranta arundinacea).			2021-02-10T22:56:30		arrowroot															
FOODON:00003606	berry fruit	black currant (whole)	'berry fruit' and ('in taxon' some 'Ribes nigrum' and 'in taxon' only 'Ribes nigrum')		Ribes nigrum	A black-purple berry fruit of a black currant plant (Ribes nigrum)	https://en.wikipedia.org/wiki/Blackcurrant		2021-02-10T23:21:23		european black currant															
FOODON:00003607	pear (whole)	asian pear (whole)	'pome fruit' and ('in taxon' some 'Pyrus pyrifolia' and 'in taxon' only 'Pyrus pyrifolia')		Pyrus pyrifolia	A pome fruit of an asian pear plant (Pyrus pyrifolia)	https://en.wikipedia.org/wiki/Pyrus_pyrifolia		2021-02-10T23:22:08		asian pear | chinese pear |  japanese pear | korean pear | oriental pears | pyrus pyrifolia | sand pear | taiwan pear															
FOODON:00003608	pepo fruit	banana passionfruit (whole)	'pepo fruit' and ('in taxon' some 'banana passionfruit plant' and 'in taxon' only 'banana passionfruit plant')			A pepo fruit of a banana passionfruit plant.			2021-02-10T23:23:48		banana passionfruit															
FOODON:00003609	drupe fruit	bayberry (whole)		'in taxon' some 'Myrica' and 'in taxon' only 'Myrica'	Myrica		https://en.wikipedia.org/wiki/Myrica		2021-02-10T23:24:28		bayberry															
FOODON:00003610	grape (whole)	black grape (whole)				A berry fruit of a wine grape variety which have deep red or almost black skin.	https://en.wikipedia.org/wiki/Grape		2021-02-10T23:25:26		black grape										https://www.winefrog.com/definition/314/black-grapes					
FOODON:00003611	drupe fruit	black walnut (whole)	'drupe fruit' and ('in taxon' some 'Juglans nigra' and 'in taxon' only 'Juglans nigra')		Juglans nigra	A drupe fruit of a walnut tree (Juglans nigra)	https://en.wikipedia.org/wiki/Juglans_nigra		2021-02-10T23:26:28		eastern black walnut | black walnut															
FOODON:03301645	seed	brazilnut (whole, shell on)	'seed' and ('in taxon' some 'Bertholletia excelsa' and 'in taxon' only 'Bertholletia excelsa')		Bertholletia excelsa	A seed of a brazilnut tree (Bertholletia excelsa).	https://en.wikipedia.org/wiki/Brazil_nut				brazilnut															
