Ontology ID	parent class	label	Equivalence axiom	Subclass axiom	taxon	definition	definition source	Last Updated	created	term editor	Exact Synonym	Related synonym	Broad Synonym	Narrow Synonym	British english syn.	Italian syn.	French syn.	german syn.	spanish syn.	portuguese syn.	see also	curation status	comment	image	Curation notes	term requested
ID	SC % SPLIT=|	AL rdfs:label@en	EC %	SC % SPLIT=|		AL IAO:0000115@en	A IAO:0000119 SPLIT=|		AT dcterms:date^^xsd:dateTime	AT IAO:0000117^^rdfs:anyURI SPLIT=|	AL oboInOwl:hasExactSynonym@en SPLIT=|	AL oboInOwl:hasRelatedSynonym@en SPLIT=|	AL oboInOwl:hasBroadSynonym@en SPLIT=|	AL oboInOwl:hasNarrowSynonym@en SPLIT=|	AL oboInOwl:hasExactSynonym@en-BR SPLIT=|	AL oboInOwl:hasExactSynonym@it SPLIT=|	AL oboInOwl:hasExactSynonym@fr SPLIT=|	AL oboInOwl:hasExactSynonym@ge SPLIT=|	AL oboInOwl:hasExactSynonym@es SPLIT=|	AL oboInOwl:hasExactSynonym@pt SPLIT=|	A rdfs:seeAlso SPLIT=|	AI IAO:0000114	AL rdfs:comment@en	AI schema:image		
FOODON:00003767	cauliflower floret (whole)	purple cauliflower floret (whole)				A raeceme inflorescence of a purple cauliflower varietal.	https://en.wikipedia.org/wiki/Cauliflower		2021-02-11T23:15:51																	
FOODON:00003768	rosette leaf	field cress leaf (whole)	'rosette leaf' and ('in taxon' some 'Lepidium campestre' and 'in taxon' only 'Lepidium campestre')		Lepidium campestre	A rosette leaf of a field cress plant (Lepidium campestre).	https://en.wikipedia.org/wiki/Lepidium_campestre		2021-02-11T23:16:59		field pepperweed | pepperwort | bastard cress | field peppergrass															
FOODON:00003769	potato (whole)	red potato (whole)				A shoot axis tuber of a red potato plant cultivar.			2021-02-11T23:18:11		red potato															
FOODON:00003770	primary root	belgian carrot (whole)	'primary root' and ('in taxon' some 'belgian carrot plant' and 'in taxon' only 'belgian carrot plant')			A primary root of a belgian carrot plant.			2021-02-11T23:19:21		belgian carrot															
FOODON:00003771	berry fruit | plant root food product	red Abyssinian banana corm (whole)	'corm' and ('in taxon' some 'Amorphophallus konjac' and 'in taxon' only 'Amorphophallus konjac')		Ensete ventricosum	A corm of a red Abyssinian banana plant (Ensete ventricosum)	https://en.wikipedia.org/wiki/Ensete_ventricosum		2021-02-11T23:19:52		ensete | red banana | red-skinned banana | false banana | abyssinian banana															
FOODON:00003772	white grape (whole)	seedless white grape (whole)				A berry fruit of a seedless white grape plant.			2021-02-11T23:21:28		seedless white grape															
FOODON:00003773	tomato (whole)	miniature tomato (whole)	'berry fruit' and ('in taxon' some 'miniature tomato plant' and 'in taxon' only 'miniature tomato plant')		miniature tomato plant	A berry fruit of a miniature tomato plant.			2021-02-11T23:22:32		miniature tomato  | cherry tomato															
FOODON:03309878	straw	oat straw	'straw' and ('in taxon' some 'Avena sativa' and 'in taxon' only 'Avena sativa')		Avena sativa	A straw of an oat plant (Avena sativa)																				
FOODON:00003774	seed bran	oat bran	'seed bran' and 'in taxon' some 'Avena sativa'		Avena sativa	Seed bran of an oat plant (Avena sativa)			2021-02-11T23:24:13																	
FOODON:00003775	berry fruit	bramble berry (whole)				A berry fruit of a bramble berry plant.			2021-02-11T23:25:53																	
FOODON:00003776	grape (whole)	ribier grape (whole)				A berry fruit of a ribier grape plant.			2021-02-11T23:26:37		ribier grape															
FOODON:00003777	grape (whole)	white grape (whole)	'berry fruit' and ('in taxon' some 'white grape plant' and 'in taxon' only 'white grape plant')			A berry fruit of a white grape plant.			2021-02-11T23:27:24		white grape															
FOODON:00003778	grape (whole)	red grape (whole)	'berry fruit' and ('in taxon' some 'red grape plant' and 'in taxon' only 'red grape plant')			A berry fruit of a red grape plant.			2021-02-11T23:28:16		red grape															
FOODON:00003779	cowpea (whole)	catjang pea (whole)	'seed' and 'in taxon' some 'Vigna unguiculata subsp. cylindrica'		Vigna unguiculata subsp. cylindrica	A seed of a catjang pea plant, a subspecie of a cowpea plant (Vigna unguiculata subsp. cylindrica)	https://en.wikipedia.org/wiki/Catjang		2021-02-11T23:29:16		catjang pea															
FOODON:03309749	bean (whole)	hyacinth bean (whole)	'seed' and ('in taxon' some 'Lablab purpureus' and 'in taxon' only 'Lablab purpureus')		'Lablab purpureus'	A seed of ahyacinth bean plant (Lablab purpureus).	https://en.wikipedia.org/wiki/Lablab				hyacinth bean | antaque | carmelita | banner bean | frijol caballero |natoba															
FOODON:00003790	pea (whole)	alaska pea (whole)	'seed' and ('in taxon' some 'alaska pea plant' and 'in taxon' only 'alaska pea plant')			A seed of an alaska pea plant, which is a cultivar of garden pea plant.	https://en.wikipedia.org/wiki/Pea		2021-02-12T06:49:37		alaska peas															
FOODON:00003791	seed	anise seed (whole)	'seed' and ('in taxon' some 'Pimpinella anisum' and 'in taxon' only 'Pimpinella anisum')		Pimpinella anisum	A seed of an anise plant (Pimpinella anisum).	https://en.wikipedia.org/wiki/Anise		2021-02-12T06:51:03		anise seed															
																										
FOODON:03309936	bean (whole)	black gram bean (whole)	'seed' and ('in taxon' some 'Vigna mungo' and 'in taxon' only 'Vigna mungo')		Vigna mungo	A seed of a black gram bean plant (Vigna mungo).	https://en.wikipedia.org/wiki/Vigna_mungo				black gram | matpe bean | minapa pappu | urad | urd |urdbean | urad dal black lentil | urd-bean | mungo bean															
FOODON:00002774	chickpea (whole)	garbanzo bean (whole)				A seed of a garbanzo bean varietal.	https://en.wikipedia.org/wiki/Chickpea		2019-07-09T17:26:45		garbanzo bean															
FOODON:00003396	seed	cumin seed (whole)	'seed' and ('in taxon' some 'Cuminum cyminum' and 'in taxon' only 'Cuminum cyminum')		Cuminum cyminum	A seed of a cumin plant (Cuminum cyminum).	https://en.wikipedia.org/wiki/Cumin		2020-09-06T16:35:13		cumin															
FOODON:00002778	bean (whole)	jack bean (whole)	'seed' and ('in taxon' some 'Canavalia ensiformis' and 'in taxon' only 'Canavalia ensiformis')		Canavalia ensiformis	A seed of a jack seed plant (Canavalia ensiformis).	https://en.wikipedia.org/wiki/Canavalia_ensiformis		2019-07-09T22:17:36		jack bean															
FOODON:00003793	flower bud	clove (whole)	'flower bud' and ('in taxon' some 'Syzygium aromaticum' and 'in taxon' only 'Syzygium aromaticum')		Syzygium aromaticum	A flower bud of a clove plant (Syzygium aromaticum).	https://en.wikipedia.org/wiki/Clove		2021-02-12T17:29:05		clove															
FOODON:00003794	seed	dill seed (whole)	'seed bran' and ('in taxon' some 'Avena sativa' and 'in taxon' only 'Avena sativa')		Anethum graveolens	A seed of a dill plant (Anethum graveolens).	https://en.wikipedia.org/wiki/Dill		2021-02-12T17:29:33		dill seed															
FOODON:00003795	seed	jojoba bean (whole)	'seed' and ('in taxon' some 'Simmondsia chinensis' and 'in taxon' only 'Simmondsia chinensis')		Simmondsia chinensis	A seed of a jojoba bean plant (Simmondsia chinensis).	https://en.wikipedia.org/wiki/Jojoba		2021-02-12T17:30:18		jojoba bean | goatnut | goat nut | deer nut | pignut | wild hazel | quinine nut |coffeeberry															
FOODON:00002785	common bean (whole)	marrow bean (whole)		'in taxon' some 'Phaseolus vulgaris' and 'in taxon' only 'Phaseolus vulgaris'	Phaseolus vulgaris	A seed of a marrow bean plant which is a varietal of a common bean plant (Phaseolus vulgaris).	https://en.wikipedia.org/wiki/Navy_bean		2019-07-09T23:57:23		marrow bean															
FOODON:00003796	seed	lotus seed (whole)	'seed' and ('in taxon' some 'Nelumbo nucifera' and 'in taxon' only 'Nelumbo nucifera')		Nelumbo nucifera	A seed of a lotus plant.	https://en.wikipedia.org/wiki/Lotus_seed		2021-02-12T17:43:58		lotus seed | padma | sacred lotus |indian lotus															
FOODON:00003797	strobilus	juniper berry (whole)	'strobilus' and ('in taxon' some 'Juniperus' and 'in taxon' only 'Juniperus') 		Juniperus 	A cone of a juniper berry plant.	https://en.wikipedia.org/wiki/Juniper_berry		2021-02-12T17:46:05		juniper berry															
FOODON:00002791	seed	vetch seed (whole)	'seed' and ('in taxon' some 'Vicia' and 'in taxon' only 'Vicia')		Vicia	A seed of a vetch plant.	https://en.wikipedia.org/wiki/Vicia				vetch seed															
FOODON:03307879	seed	melon seed (whole)	'seed bran' and ('in taxon' some 'Avena sativa' and 'in taxon' only 'Avena sativa')		Cucurbitaceae	A seed of a melon plant.	https://en.wikipedia.org/wiki/Melon																			Genome Tracker
FOODON:00003798	pepper (whole)	cayenne pepper (whole)		'in taxon' some 'Capsicum annuum' and 'in taxon' only 'Capsicum annuum'	Capsicum annuum	A berry fruit of a cayenne pepper plant cultivar.	https://en.wikipedia.org/wiki/Cayenne_pepper		2021-02-12T17:49:12		cayenne pepper pod															
FOODON:00003800	strobilus	hops (whole)	'strobilus' and ('in taxon' some 'Humulus lupulus' and 'in taxon' only 'Humulus lupulus')		Humulus lupulus	A seed cone of a hop plant (Humulus lupulus).	https://en.wikipedia.org/wiki/Hops		2021-02-12T17:54:34		hops															
FOODON:00003801	kelp blade (whole)	konbu blade (whole)		'in taxon' some 'Laminariaceae' and 'in taxon' only 'Laminariaceae'	Laminariaceae	A whole kelp blade from a konbu seaweed plant.	https://en.wikipedia.org/wiki/Kombu				konbu blade | konbu leaf															
FOODON:03301558	leaf	marjoram leaf (whole)	'leaf' and ('in taxon' some 'Origanum majorana' and 'in taxon' only 'Origanum majorana')		Origanum majorana	A leaf of a marjoram plant (Origanum majorana).	https://en.wikipedia.org/wiki/Marjoram		2021-02-11T05:55:37		marjoram | sweet marjoram															
FOODON:00003802	leaf	bay leaf (whole)	'leaf' and ('in taxon' some 'bay plant' and 'in taxon' only 'bay plant')			A leaf of a bay leaf plant.	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:08:19		bay leaf															Genome Tracker
FOODON:00003803	bay leaf (whole)	california bay leaf (whole)	'leaf' and ('in taxon' some 'Umbellularia californica' and 'in taxon' only 'Umbellularia californica')		Umbellularia californica	A leaf of a california bay leaf plant (Umbellularia californica).	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:09:04		california bay leaf															
FOODON:00003804	bay leaf (whole)	bay laurel (whole)	'leaf' and ('in taxon' some 'Laurus nobilis' and 'in taxon' only 'Laurus nobilis')		Laurus nobilis	A leaf of a bay laurel  plant (Laurus nobilis).	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:11:07		bay laurel															
FOODON:00003805	bay leaf (whole)	indian bay leaf (whole)	'leaf' and ('in taxon' some 'Cinnamomum tamala' and 'in taxon' only 'Cinnamomum tamala')		Cinnamomum tamala	A leaf of an indian bay leaf plant (Laurus nobilis).	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:11:33		indian bay leaf															
FOODON:00003806	bay leaf (whole)	indonesian bay leaf (whole)	'leaf' and ('in taxon' some 'Syzygium polyanthum' and 'in taxon' only 'Syzygium polyanthum')		Syzygium polyanthum	A leaf of an indonesian bay leaf plant (Syzygium polyanthum).	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:12:06		indonesian bay leaf															
FOODON:00003807	bay leaf (whole)	west Indian bay leaf (whole)	'leaf' and ('in taxon' some 'Pimenta racemosa' and 'in taxon' only 'Pimenta racemosa')		Pimenta racemosa	A leaf of a west Indian bay leaf plant (Pimenta racemosa).	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:12:30		west Indian bay leaf															
FOODON:00003808	bay leaf (whole)	mexican bay leaf (whole)	'leaf' and ('in taxon' some 'Litsea glaucescens' and 'in taxon' only 'Litsea glaucescens')		Litsea glaucescens	A leaf of a mexican bay leaf  plant (Litsea glaucescens).	https://en.wikipedia.org/wiki/Bay_leaf		2021-02-12T18:12:58		mexican bay leaf															
FOODON:00003809		rosemary leaf (whole)	'leaf' and ('in taxon' some 'Salvia rosmarinus' and 'in taxon' only 'Salvia rosmarinus')		Salvia rosmarinus	A leaf of a rosemary plant (Salvia rosmarinus).	https://en.wikipedia.org/wiki/Rosemary		2021-02-12T18:12:58		rosemary leaf															
FOODON:00003810	berry fruit	pink peppercorn (whole)	'berry fruit' and ('in taxon' some 'Schinus molle' and 'in taxon' only 'Schinus molle')		Schinus molle	A berry fruit from a pink peppercorn tree (Schinus molle).	https://en.wikipedia.org/wiki/Pink_peppercorn		2021-02-12T18:14:44		pink peppercorn															
FOODON:00003811	leaf	spanish thyme leaf (whole)	'leaf' and ('in taxon' some 'Coleus amboinicus' and 'in taxon' only 'Coleus amboinicus')		Coleus amboinicus	A leaf of a spanish thyme plant (Coleus amboinicus).	https://en.wikipedia.org/wiki/Coleus_amboinicus		2021-02-12T18:28:16		spanish thyme leaf															
FOODON:00003812	leaf	tarragon leaf (whole)	'leaf' and ('in taxon' some 'Artemisia dracunculus' and 'in taxon' only 'Artemisia dracunculus')		Artemisia dracunculus	A leaf of a tarragon plant (Artemisia dracunculus).	https://en.wikipedia.org/wiki/Tarragon		2021-02-12T18:30:48		tarragon leaf															
FOODON:03301560	leaf	sage leaf (whole)	'leaf' and ('in taxon' some 'Salvia officinalis' and 'in taxon' only 'Salvia officinalis')		Salvia officinalis	A leaf of a sage plant (Salvia officinalis).					sage | common sage | garden sage															
FOODON:00003101	berry fruit	star fruit (whole)	'berry fruit' and ('in taxon' some 'Averrhoa carambola' and 'in taxon' only 'Averrhoa carambola')		Averrhoa carambola	A berry fruit from a star fruit plant (Averrhoa carambola)	https://en.wikipedia.org/wiki/Carambola		2019-08-25T05:04:23		star fruit | carambola															
FOODON:03301232	bean (whole)	white bean (whole)				A seed of a white bean plant.					white bean															
FOODON:03301562	leaf	thyme leaf (whole)		'in taxon' some 'Thymus' and 'in taxon' only 'Thymus'		A leaf of a thyme plant (genus Thymus).	https://en.wikipedia.org/wiki/Thyme				thyme leaf															
FOODON:00003813	prune (whole)	italian prune plum (whole)	'drupe fruit' and ('in taxon' some 'Prunus cocomilia' and 'in taxon' only 'Prunus cocomilia')		Prunus cocomilia	A dried drupe fruit of an italian prune plum plant (Prunus cocomili)	https://en.wikipedia.org/wiki/Prunus_cocomilia		2021-02-12T18:40:18		italian prune plum															
FOODON:03315184	caryopsis fruit	whole wheat kernel	'caryopsis fruit' and ('in taxon' some 'Triticum' and 'in taxon' only 'Triticum')		Triticum	A caryopsis fruit of a whole wheat wheat plant.	https://en.wikipedia.org/wiki/Wheat				whole wheat kernel | wheat | whole wheat seed															
FOODON:00003814	leaf	herb leaf (whole)				A leaf of a herb plant.	https://en.wikipedia.org/wiki/Herb		2021-02-12T18:42:16		herb leaf															
FOODON:00003816	multi-tissue plant structure	vegetable (whole)				An anatomical part of a plant that is consumed by humans or other animals as food.	https://en.wikipedia.org/wiki/Vegetable	2021-04-12T12:32:04Z	2021-02-12T18:49:32																	
FOODON:00003788	leaf	chive leaf (whole)	'leaf' and ('in taxon' some 'Allium schoenoprasum' and 'in taxon' only 'Allium schoenoprasum')		Allium schoenoprasum	A leaf of a chive plant (Allium schoenoprasum)	https://en.wikipedia.org/wiki/Chives		2021-02-12T00:33:31		chive leaf															
FOODON:00003784	berry fruit	plantain (whole)	'berry fruit' and ('in taxon' some 'Musa x paradisiaca' and 'in taxon' only 'Musa x paradisiaca')		Musa x paradisiaca	A berry fruit of a plantain plant (Musa ABB Group)	https://en.wikipedia.org/wiki/Cooking_banana		2021-02-11T23:45:01		plantain | cooking banana															
FOODON:00003785	maize kernel	sweet corn kernel	'maize kernel' and ('in taxon' some 'sweet corn plant' and 'in taxon' only 'sweet corn plant')			A kernel of a sweet corn plant, which is a varietal of maize plant.	https://en.wikipedia.org/wiki/Sweet_corn		2021-02-11T23:49:58		sweetcorn | sugar corn | pole corn															
FOODON:00003692	shea fruit food product	shea fruit (whole)	'nut fruit' and ('in taxon' some 'Vitellaria paradoxa' and 'in taxon' only 'Vitellaria paradoxa')		Vitellaria paradoxa	A fruit of a shea tree (Vitellaria paradoxa).	https://en.wikipedia.org/wiki/Vitellaria		2021-02-11T06:06:28														A shea fruit also includes the nut or seed core.			
FOODON:00003736	shea fruit food product	shea nut (whole)	'seed' and ('in taxon' some 'Vitellaria paradoxa' and 'in taxon' only 'Vitellaria paradoxa')		Vitellaria paradoxa	A seed of a shea tree (Vitellaria paradoxa).	https://en.wikipedia.org/wiki/Vitellaria		2021-02-11T18:53:47		shea nut | sheanut												Surrounding fruit pulp is removed from the shea fruit to yeild a shea nut (seed).			
FOODON:00003781	field corn kernel	yellow dent corn kernel	'field corn kernel' and ('in taxon' some 'yellow field corn plant' and 'in taxon' only 'yellow field corn plant')			A kernel of a yellow dent corn plant.	https://en.wikipedia.org/wiki/Dent_corn		2021-02-11T23:34:30		yellow dent corn															
FOODON:00003589	celery stalk (whole)	celery heart (whole)				A celery stalk from the inner portion of a celery plant (Apium graveolens Dulce Group)			2020-12-17T01:14:55																	
FOODON:00003782	sweet corn kernel	yellow sweet corn kernel	'maize kernel' and ('in taxon' some 'yellow sweet corn plant' and 'in taxon' only 'yellow sweet corn plant')			A kernel of a yellow corn plant.			2021-02-11T23:37:07		yellow corn															
FOODON:00003783	sweet corn kernel	white sweet corn kernel	'maize kernel' and ('in taxon' some 'white sweet corn plant' and 'in taxon' only 'white sweet corn plant')			A kernel of a white corn plant.			2021-02-11T23:42:24		white corn															
FOODON:00003817	leaf	neem leaf (whole)	'leaf' and ('in taxon' some 'Azadirachta indica' and 'in taxon' only 'Azadirachta indica')		Azadirachta indica	A leaf of a neem plant (Azadirachta indica).			2021-03-29T06:23:57		indian-lilac leaf | margosa leaf  | neem leaf | mimba leaf															Genome Tracker
FOODON:00003818	leaf	pandan leaf (whole)	'leaf' and ('in taxon' some 'Pandanus amaryllifolius' and 'in taxon' only 'Pandanus amaryllifolius')		Pandanus amaryllifolius	A leaf of a pandan plant (Pandanus amaryllifolius).			2021-03-29T06:25:03		pandan leaf															Genome Tracker
FOODON:00003819	leaf	chaparral leaf (whole)	'leaf' and 'in taxon' some 'Larrea tridentata		Larrea tridentata	A leaf of a chaparral plant (Larrea tridentata).	https://en.wikipedia.org/wiki/Larrea_tridentata		2021-03-29T06:27:37		creosote bush | greasewood leaf | chaparral leaf															Genome Tracker
FOODON:00003820	leaf	stevia leaf (whole)	'leaf' and ('in taxon' some 'Stevia rebaudiana' and 'in taxon' only 'Stevia rebaudiana')		Stevia rebaudiana	A leaf of a stevia plant (Stevia rebaudiana).			2021-03-29T06:28:34		sweetleaf | candyleaf | sugarleaf | sweet leaf |stevia leaf															Genome Tracker
FOODON:00003821	rosette leaf	mountain arnica leaf (whole)	'leaf' and ('in taxon' some 'Arnica montana' and 'in taxon' only 'Arnica montana')		Arnica montana	A rosette leaf of a mountain arnica plant (Arnica montana).			2021-03-29T06:31:22		arnica montana leaf | mountain tobacco leaf| mountain arnica leaf 															
FOODON:00003822	leaf	arnica leaf (whole)		'in taxon' some 'Arnica' and 'in taxon' only 'Arnica'	Arnica	A leaf of an arnica plant (Arnica).	https://en.wikipedia.org/wiki/Arnica		2021-03-29T06:32:00		arnica leaf															Genome Tracker
FOODON:00003823	leaf	bitter leaf (whole)	'leaf' and ('in taxon' some 'Gymnanthemum amygdalinum' and 'in taxon' only 'Gymnanthemum amygdalinum')		Gymnanthemum amygdalinum	A leaf of a bitterleaf plant (Gymnanthemum amygdalinum).	https://en.wikipedia.org/wiki/Vernonia_amygdalina		2021-03-29T06:32:34		bitter leaf 															Genome Tracker
FOODON:00003824	leaf	chamomile leaf (whole)	'leaf' and ('in taxon' some 'chamomile plant' and 'in taxon' only 'chamomile plant')			A leaf of a chamomile plant.			2021-03-29T06:33:19		chamomile leaf | manzanilia leaf 															Genome Tracker
																										
FOODON:00003826	leaf	savory leaf (whole)	'leaf' and ('in taxon' some 'Satureja' and 'in taxon' only 'Satureja')		Satureja	A leaf of a savory plant (Satureja).	https://en.wikipedia.org/wiki/Satureja		2021-03-29T06:36:18		savory leaf															Genome Tracker
FOODON:00003827	savory leaf (whole)	summer savory leaf (whole)	'leaf' and ('in taxon' some 'Satureja hortensis' and 'in taxon' only 'Satureja hortensis')		Satureja hortensis	A leaf of a summer savory plant (Satureja hortensis)	https://en.wikipedia.org/wiki/Summer_savory		2021-03-29T06:36:52		summer savory leaf															
FOODON:00003828	savory leaf (whole)	winter savory leaf (whole)	'leaf' and ('in taxon' some 'Satureja montana' and 'in taxon' only 'Satureja montana')		Satureja montana	A leaf of a winter savory plant (Satureja montana)	https://en.wikipedia.org/wiki/Winter_savory		2021-03-29T06:37:10		winter savory leaf 															
FOODON:00003829	bark	barberry bark	'bark' and ('in taxon' some 'Berberis' and 'in taxon' only 'Berberis')		Berberis	A bark of a barberry plant (Berberis).	https://en.wikipedia.org/wiki/Berberis		2021-03-29T06:38:16																	Genome Tracker
FOODON:00003830	leaf	estafiate wormwood leaf (whole)	'leaf' and ('in taxon' some 'Artemisia ludoviciana' and 'in taxon' only 'Artemisia ludoviciana')		Artemisia ludoviciana	A leaf of an estafiate plant (Artemisia ludoviciana)	https://en.wikipedia.org/wiki/Artemisia_ludoviciana		2021-03-29T06:39:02		silver wormwood leaf | western mugwort leaf | louisiana wormwood leaf | white sagebrush leaf | gray sagewort leaf															
FOODON:00003831	pear tomato (whole)	red pear tomato (whole)				A red colored pear shaped heirloom varietal of a tomato plant. 			2021-03-29T06:39:48		red pear tomato															Genome Tracker
																										
FOODON:00003832	seed	charoli seed (whole)	'seed' and ('in taxon' some 'Buchanania lanzan' and 'in taxon' only 'Buchanania lanzan')		Buchanania lanzan	A seed of a charoli plant (Buchanania lanzan)	https://en.wikipedia.org/wiki/Buchanania_lanzan 		2021-03-29T06:48:48		chironji seed | charoli seed															Genome Tracker
FOODON:00003833	legume (whole)	river tamarind seed (whole)	'seed' and ('in taxon' some 'river tamarind pod' and 'in taxon' only 'river tamarind pod')			A seed of a river tamarind plant (Leucaena leucocephala)	https://en.wikipedia.org/wiki/Leucaena_leucocephala 		2021-03-29T06:49:30		white leadtree |  jumbay | river tamarind | ipil-ipil |white popinac															
FOODON:00003835	leaf	acacia leaf (whole)	'leaf' and ('in taxon' some 'Acacia' and 'in taxon' only 'Acacia')		Acacia	A leaf of an Acacia plant (Acacia). 	https://en.wikipedia.org/wiki/Acacia 		2021-03-30T17:27:28		acacia leaf															Genome Tracker
FOODON:00003836	seed	acacia seed (whole)	'seed' and ('in taxon' some 'Acacia' and 'in taxon' only 'Acacia')		Acacia	A seed of an Acacia plant (Acacia). 	https://en.wikipedia.org/wiki/Acacia 		2021-03-30T17:27:51		acacia seed															
FOODON:03412975	plant sap	gum arabic	'plant sap' and 'in taxon' some ('Vachellia seyal' or 'Senegalia senegal')		Vachellia seyal;Senegalia senegal	A hardened sap of either the Senegalia senegal or Vachellia seyal species tree commonly known as acacia.	https://en.wikipedia.org/wiki/Gum_arabic 		2021-03-30T18:00:04		 arabic gum | gum acacia | acacia | senegal gum | gum arabic												Food additive; technological purpose(s): bulking agent, carrier, emulsifier, glazing agent, stabilizer, thickener.			
FOODON:00003838	leaf	kra thom na leaf (whole)				A leaf of a kra thom na plant (Mitragyna javanica).					Kra thom Na leaf | Mitragyna javanica leaf															Genome Tracker
FOODON:00003839	leaf	kaim leaf (whole)	'leaf' and ('in taxon' some 'Mitragyna parvifolia' and 'in taxon' only 'Mitragyna parvifolia')		Mitragyna parvifolia	A leaf of a kaim plant (Mitragyna parvifolia).			2021-03-30T18:01:11		kaim leaf															
FOODON:00003837	bean sprout | germinated or sprouted seed	soybean sprout	'bean sprout' and ('in taxon' some 'Glycine max' and 'in taxon' only 'Glycine max')		Glycine max	A germinated or sprouted seed of a soyabean plant (Glycine max).	https://en.wikipedia.org/wiki/Soybean_sprout 		2021-03-30T17:29:39		soyabean sprout | soy sprout															
FOODON:00002968	leaf	okazi leaf (whole)	'leaf' and ('in taxon' some 'Gnetum africanum' and 'in taxon' only 'Gnetum africanum')		Gnetum africanum	A leaf of an okazi plant (Gnetum africanum). 	https://pfaf.org/user/Plant.aspx?LatinName=Gnetum+africanum		2019-08-11T22:28:35		okazi leaf | ukazi leaf | Gnetum africanum leaf | fumbua leaf | wild spinach leaf | afang leaf | african jointfir leaf | eru leaf | okok leaf															Genome Tracker
FOODON:00002969	tuber	okazi tuber	'tuber' and ('in taxon' some 'Gnetum africanum' and 'in taxon' only 'Gnetum africanum')		Gnetum africanum	A tuber of an okazi plant (Gnetum africanum). 	https://pfaf.org/user/Plant.aspx?LatinName=Gnetum+africanum		2019-08-11T22:31:04		okazi root tuber | ukazi tuber | afang tuber | african jointfir tuber | eru tuber| gnetum africanum tuber															
FOODON:00003840	rosette	romaine lettuce heart		'part of' some rosette | 'in taxon' some 'Lactuca sativa var. longifolia'	Lactuca sativa var. longifolia	A rosette of a romaine lettuce plant (Lactuca sativa var. longifolia) that has the outer leaves removed.	https://en.wikipedia.org/wiki/Romaine_lettuce		2021-03-30T19:58:17		romaine heart															Genome Tracker
FOODON:00003815	multi-tissue plant structure	kelp blade (whole)		'in taxon' some kelp and 'in taxon' only kelp		A blade of kelp.	https://en.wikipedia.org/wiki/Kelp		2021-02-12T18:47:13																There appears to be no brown algae anatomy in OBOFoundry.	
FOODON:00003787	seed, skin removed, germ removed (endosperm) | white rice food product | rice (milled)	white rice (whole)	'seed, skin removed, germ removed (endosperm)' and 'in taxon' some ('Oryza sativa' or 'Oryza glaberrima') 		Oryza sativa; Oryza glaberrima						white rice | milled white rice															
FOODON:00003895	chinese cabbage leaf (whole)	bok choy leaf (whole)	'rosette leaf' and 'in taxon' some 'Brassica rapa subsp. chinensis'		Brassica rapa subsp. chinensis	A rosette leaf of a bok choy plant (Brassica rapa subsp. chinensis).	https://en.wikipedia.org/wiki/Bok_choy		2021-07-06T13:52:12	https://orcid.org/0000-0001-5275-8866	pak choi | pok choi | bok choy leaf 															
FOODON:00003897	bok choy leaf (whole)	shanghai bok choy leaf (whole)				A rosette leaf of a shanghai bok choy plant.					shanghai bok choy leaf															
FOODON:00003896	chinese cabbage head	bok choy rosette	'rosette' and 'in taxon' some 'Brassica rapa subsp. chinensis'		Brassica rapa subsp. chinensis	A rosette of a bok choy plant (Brassica rapa subsp. chinensis)																				
FOODON:00003898	bok choy rosette	shanghai bok choy rosette				A rosette of a shanghai bok choy plant.																				
FOODON:00003899	seed	egusi seed (whole)				A seed of certain cucurbitaceous plants found in Africa.	https://en.wikipedia.org/wiki/Egusi  				agusi seed | agushi seed | egwusi | agusi |ohue | agushi												Egusi seeds may be from melon plants including Melothria sphaerocarpa or Citrullus lanatus.			Genome Tracker
FOODON:00003900	leaf	red raspberry leaf (whole)	'leaf' and ('in taxon' some 'Rubus idaeus' and 'in taxon' only 'Rubus idaeus')		Rubus idaeus	A leaf of a raspberry plant (Rubus idaeus).	https://en.wikipedia.org/wiki/Red_raspberry_leaf 				red raspberry leaf | garden raspberry leaf | european red raspberry leaf		red leaf													
FOODON:00003901	leaf	mullein leaf (whole)	'leaf' and ('in taxon' some 'Verbascum thapsus' and 'in taxon' only 'Verbascum thapsus')		Verbascum thapsus	A leaf of a common mullein plant (Verbascum thapsus).	https://en.wikipedia.org/wiki/Verbascum_thapsus 				great mullein leaf | common mullein leaf | mullein leaf															Genome Tracker
FOODON:00003902	bean pod	river tamarind pod	'bean pod' and ('in taxon' some 'Leucaena leucocephala' and 'in taxon' only 'Leucaena leucocephala')		Leucaena leucocephala	A pod of a river tamarind plant (Leucaena leucocephala).	https://en.wikipedia.org/wiki/Leucaena_leucocephala 						guaje													
